time,lin_vel,ang_vel,distance,theta
5.370000,0.436679,0.244590,0.004367,0.002446
5.380000,0.443345,0.226955,0.004433,0.002270
5.390000,0.255532,0.208957,0.002555,0.002090
5.400000,0.340238,0.190625,0.003402,0.001906
5.410000,0.773934,0.171988,0.007739,0.001720
5.420000,0.467881,0.153076,0.004679,0.001531
5.430000,0.337746,0.133919,0.003377,0.001339
5.440000,0.636738,0.114548,0.006367,0.001145
5.450000,0.126572,0.094993,0.001266,0.000950
5.460000,0.358518,0.075287,0.003585,0.000753
5.470000,0.510250,0.055460,0.005103,0.000555
5.480000,0.524730,0.035544,0.005247,0.000355
5.490000,0.305279,0.015572,0.003053,0.000156
5.500000,0.736678,-0.004426,0.007367,-0.000044
5.510000,0.533693,-0.024416,0.005337,-0.000244
5.520000,0.400719,-0.044367,0.004007,-0.000444
5.530000,0.343906,-0.064248,0.003439,-0.000642
5.540000,0.370596,-0.084025,0.003706,-0.000840
5.550000,0.528999,-0.103668,0.005290,-0.001037
5.560000,0.493845,-0.123145,0.004938,-0.001231
5.570000,0.512701,-0.142426,0.005127,-0.001424
5.580000,0.229728,-0.161478,0.002297,-0.001615
5.590000,0.437962,-0.180272,0.004380,-0.001803
5.600000,0.652605,-0.198778,0.006526,-0.001988
5.610000,0.728985,-0.216966,0.007290,-0.002170
5.620000,0.315622,-0.234806,0.003156,-0.002348
5.630000,0.601981,-0.252271,0.006020,-0.002523
5.640000,0.604790,-0.269332,0.006048,-0.002693
5.650000,0.299573,-0.285963,0.002996,-0.002860
5.660000,-0.069369,-0.302136,-0.000694,-0.003021
5.670000,0.801333,-0.317825,0.008013,-0.003178
5.680000,0.476158,-0.333007,0.004762,-0.003330
5.690000,0.323461,-0.347655,0.003235,-0.003477
5.700000,0.664077,-0.361747,0.006641,-0.003617
5.710000,0.565247,-0.375261,0.005652,-0.003753
5.720000,0.529898,-0.388174,0.005299,-0.003882
5.730000,0.308816,-0.400466,0.003088,-0.004005
5.740000,0.524374,-0.412118,0.005244,-0.004121
5.750000,0.698666,-0.423110,0.006987,-0.004231
5.760000,0.646976,-0.433426,0.006470,-0.004334
5.770000,0.495640,-0.443048,0.004956,-0.004430
5.780000,0.819455,-0.451961,0.008195,-0.004520
5.790000,0.561671,-0.460151,0.005617,-0.004602
5.800000,0.417647,-0.467605,0.004176,-0.004676
5.810000,0.274416,-0.474311,0.002744,-0.004743
5.820000,0.440625,-0.480258,0.004406,-0.004803
5.830000,0.592865,-0.485437,0.005929,-0.004854
5.840000,0.599721,-0.489839,0.005997,-0.004898
5.850000,0.662419,-0.493458,0.006624,-0.004935
5.860000,0.321426,-0.496287,0.003214,-0.004963
5.870000,0.511498,-0.498322,0.005115,-0.004983
5.880000,0.360890,-0.499560,0.003609,-0.004996
5.890000,0.704262,-0.499999,0.007043,-0.005000
5.900000,0.643223,-0.499638,0.006432,-0.004996
5.910000,0.752878,-0.498478,0.007529,-0.004985
5.920000,0.469139,-0.496520,0.004691,-0.004965
5.930000,0.261819,-0.493768,0.002618,-0.004938
5.940000,0.437761,-0.490226,0.004378,-0.004902
5.950000,0.268972,-0.485899,0.002690,-0.004859
5.960000,0.262071,-0.480796,0.002621,-0.004808
5.970000,0.228169,-0.474923,0.002282,-0.004749
5.980000,0.721065,-0.468290,0.007211,-0.004683
5.990000,0.221902,-0.460908,0.002219,-0.004609
6.000000,0.164732,-0.452789,0.001647,-0.004528
6.010000,0.487963,-0.443946,0.004880,-0.004439
6.020000,0.330965,-0.434392,0.003310,-0.004344
6.030000,0.338563,-0.424143,0.003386,-0.004241
6.040000,0.731755,-0.413216,0.007318,-0.004132
6.050000,0.532444,-0.401628,0.005324,-0.004016
6.060000,0.680583,-0.389397,0.006806,-0.003894
6.070000,0.525879,-0.376543,0.005259,-0.003765
6.080000,0.775221,-0.363087,0.007752,-0.003631
6.090000,0.359925,-0.349050,0.003599,-0.003491
6.100000,0.633541,-0.334455,0.006335,-0.003345
6.110000,0.751042,-0.319324,0.007510,-0.003193
6.120000,0.463787,-0.303683,0.004638,-0.003037
6.130000,0.574734,-0.287556,0.005747,-0.002876
6.140000,0.616995,-0.270969,0.006170,-0.002710
6.150000,0.363079,-0.253948,0.003631,-0.002539
6.160000,0.481413,-0.236521,0.004814,-0.002365
6.170000,0.430218,-0.218716,0.004302,-0.002187
6.180000,0.579995,-0.200561,0.005800,-0.002006
6.190000,0.246805,-0.182085,0.002468,-0.001821
6.200000,0.798574,-0.163318,0.007986,-0.001633
6.210000,0.553335,-0.144289,0.005533,-0.001443
6.220000,0.629507,-0.125030,0.006295,-0.001250
6.230000,0.570364,-0.105570,0.005704,-0.001056
6.240000,0.499981,-0.085942,0.005000,-0.000859
6.250000,0.541444,-0.066176,0.005414,-0.000662
6.260000,0.666381,-0.046304,0.006664,-0.000463
6.270000,0.717887,-0.026358,0.007179,-0.000264
6.280000,0.392401,-0.006370,0.003924,-0.000064
