time,lin_vel,ang_vel,distance,theta
2.800000,0.710278,-0.489589,0.007103,-0.004896
2.810000,0.997539,-0.485138,0.009975,-0.004851
2.820000,0.615094,-0.479911,0.006151,-0.004799
2.830000,0.894499,-0.473917,0.008945,-0.004739
2.840000,0.657402,-0.467164,0.006574,-0.004672
2.850000,0.869336,-0.459664,0.008693,-0.004597
2.860000,0.522672,-0.451429,0.005227,-0.004514
2.870000,-0.084935,-0.442471,-0.000849,-0.004425
2.880000,0.504773,-0.432806,0.005048,-0.004328
2.890000,0.398684,-0.422448,0.003987,-0.004224
2.900000,0.929781,-0.411414,0.009298,-0.004114
2.910000,0.700479,-0.399722,0.007005,-0.003997
2.920000,0.484754,-0.387391,0.004848,-0.003874
2.930000,0.811395,-0.374440,0.008114,-0.003744
2.940000,0.474318,-0.360890,0.004743,-0.003609
2.950000,0.884724,-0.346763,0.008847,-0.003468
2.960000,0.296597,-0.332080,0.002966,-0.003321
2.970000,0.691653,-0.316867,0.006917,-0.003169
2.980000,0.549501,-0.301147,0.005495,-0.003011
2.990000,0.142987,-0.284944,0.001430,-0.002849
3.000000,0.604647,-0.268286,0.006046,-0.002683
3.010000,0.215937,-0.251199,0.002159,-0.002512
3.020000,0.563390,-0.233710,0.005634,-0.002337
3.030000,0.457203,-0.215847,0.004572,-0.002158
3.040000,0.606928,-0.197639,0.006069,-0.001976
3.050000,0.537164,-0.179115,0.005372,-0.001791
3.060000,0.574634,-0.160304,0.005746,-0.001603
3.070000,0.361014,-0.141236,0.003610,-0.001412
3.080000,0.744092,-0.121943,0.007441,-0.001219
3.090000,0.352739,-0.102454,0.003527,-0.001025
3.100000,0.658567,-0.082802,0.006586,-0.000828
3.110000,0.133301,-0.063017,0.001333,-0.000630
3.120000,0.781104,-0.043132,0.007811,-0.000431
3.130000,0.492478,-0.023177,0.004925,-0.000232
3.140000,0.456767,-0.003185,0.004568,-0.000032
3.150000,0.458040,0.016812,0.004580,0.000168
3.160000,0.258943,0.036781,0.002589,0.000368
3.170000,0.120646,0.056693,0.001206,0.000567
3.180000,0.398330,0.076513,0.003983,0.000765
3.190000,0.534971,0.096211,0.005350,0.000962
3.200000,0.143243,0.115755,0.001432,0.001158
3.210000,0.535571,0.135114,0.005356,0.001351
3.220000,0.754027,0.154257,0.007540,0.001543
3.230000,0.570746,0.173152,0.005707,0.001732
3.240000,0.523904,0.191771,0.005239,0.001918
3.250000,0.631659,0.210084,0.006317,0.002101
3.260000,0.466514,0.228060,0.004665,0.002281
3.270000,0.541072,0.245671,0.005411,0.002457
3.280000,0.428015,0.262889,0.004280,0.002629
3.290000,0.536895,0.279687,0.005369,0.002797
3.300000,0.851867,0.296037,0.008519,0.002960
3.310000,0.332411,0.311913,0.003324,0.003119
3.320000,0.614081,0.327291,0.006141,0.003273
3.330000,0.632584,0.342145,0.006326,0.003421
3.340000,0.493440,0.356452,0.004934,0.003565
3.350000,0.692259,0.370188,0.006923,0.003702
3.360000,0.800057,0.383332,0.008001,0.003833
3.370000,0.304019,0.395863,0.003040,0.003959
3.380000,0.491416,0.407761,0.004914,0.004078
3.390000,0.337539,0.419006,0.003375,0.004190
3.400000,0.285346,0.429581,0.002853,0.004296
3.410000,0.782667,0.439469,0.007827,0.004395
3.420000,0.484254,0.448653,0.004843,0.004487
3.430000,-0.241062,0.457120,-0.002411,0.004571
3.440000,0.466696,0.464856,0.004667,0.004649
3.450000,0.347785,0.471848,0.003478,0.004718
3.460000,0.566200,0.478085,0.005662,0.004781
3.470000,0.234345,0.483557,0.002343,0.004836
3.480000,0.139245,0.488256,0.001392,0.004883
3.490000,0.734508,0.492173,0.007345,0.004922
3.500000,0.284398,0.495304,0.002844,0.004953
3.510000,0.561469,0.497642,0.005615,0.004976
3.520000,0.410205,0.499183,0.004102,0.004992
3.530000,0.728165,0.499926,0.007282,0.004999
3.540000,0.937338,0.499870,0.009373,0.004999
3.550000,0.439632,0.499013,0.004396,0.004990
3.560000,0.389665,0.497359,0.003897,0.004974
3.570000,0.731815,0.494908,0.007318,0.004949
3.580000,0.321054,0.491666,0.003211,0.004917
3.590000,0.416502,0.487638,0.004165,0.004876
3.600000,0.252062,0.482829,0.002521,0.004828
3.610000,0.723258,0.477248,0.007233,0.004772
3.620000,0.647345,0.470903,0.006473,0.004709
3.630000,0.535801,0.463805,0.005358,0.004638
3.640000,0.154693,0.455965,0.001547,0.004560
3.650000,0.524202,0.447396,0.005242,0.004474
3.660000,0.585861,0.438110,0.005859,0.004381
3.670000,0.712803,0.428124,0.007128,0.004281
3.680000,0.259715,0.417453,0.002597,0.004175
3.690000,0.470706,0.406115,0.004707,0.004061
3.700000,0.717809,0.394126,0.007178,0.003941
3.710000,0.622593,0.381507,0.006226,0.003815
3.720000,0.301207,0.368278,0.003012,0.003683
3.730000,0.265793,0.354459,0.002658,0.003545
3.740000,0.312291,0.340074,0.003123,0.003401
3.750000,0.653438,0.325144,0.006534,0.003251
3.760000,0.368566,0.309694,0.003686,0.003097
3.770000,0.460941,0.293749,0.004609,0.002937
3.780000,0.116449,0.277334,0.001164,0.002773
3.790000,0.827763,0.260475,0.008278,0.002605
3.800000,0.311845,0.243199,0.003118,0.002432
3.810000,0.226689,0.225535,0.002267,0.002255
3.820000,0.304263,0.207509,0.003043,0.002075
3.830000,0.973798,0.189152,0.009738,0.001892
3.840000,0.705932,0.170492,0.007059,0.001705
3.850000,0.554245,0.151559,0.005542,0.001516
3.860000,0.521107,0.132384,0.005211,0.001324
3.870000,0.220683,0.112997,0.002207,0.001130
3.880000,0.656132,0.093429,0.006561,0.000934
3.890000,0.601806,0.073712,0.006018,0.000737
3.900000,0.745320,0.053877,0.007453,0.000539
3.910000,0.774240,0.033955,0.007742,0.000340
3.920000,0.103337,0.013980,0.001033,0.000140
3.930000,0.578348,-0.006018,0.005783,-0.000060
3.940000,0.159316,-0.026007,0.001593,-0.000260
3.950000,0.412088,-0.045953,0.004121,-0.000460
3.960000,0.587199,-0.065827,0.005872,-0.000658
3.970000,0.094829,-0.085595,0.000948,-0.000856
3.980000,0.207487,-0.105226,0.002075,-0.001052
3.990000,0.611818,-0.124688,0.006118,-0.001247
4.000000,0.593226,-0.143952,0.005932,-0.001440
4.010000,0.415701,-0.162985,0.004157,-0.001630
4.020000,0.801545,-0.181757,0.008015,-0.001818
4.030000,0.716508,-0.200238,0.007165,-0.002002
4.040000,0.399442,-0.218399,0.003994,-0.002184
4.050000,0.889522,-0.236211,0.008895,-0.002362
4.060000,0.404543,-0.253645,0.004045,-0.002536
4.070000,0.535018,-0.270673,0.005350,-0.002707
4.080000,0.336574,-0.287268,0.003366,-0.002873
4.090000,0.388632,-0.303403,0.003886,-0.003034
4.100000,0.541538,-0.319053,0.005415,-0.003191
4.110000,0.675244,-0.334193,0.006752,-0.003342
4.120000,0.629588,-0.348798,0.006296,-0.003488
4.130000,0.856829,-0.362845,0.008568,-0.003628
4.140000,0.224453,-0.376312,0.002245,-0.003763
4.150000,0.439201,-0.389176,0.004392,-0.003892
4.160000,0.316059,-0.401418,0.003161,-0.004014
4.170000,0.336304,-0.413018,0.003363,-0.004130
4.180000,0.612301,-0.423957,0.006123,-0.004240
4.190000,0.494391,-0.434217,0.004944,-0.004342
4.200000,0.633910,-0.443784,0.006339,-0.004438
4.210000,0.366035,-0.452640,0.003660,-0.004526
4.220000,0.516756,-0.460772,0.005168,-0.004608
4.230000,0.605025,-0.468167,0.006050,-0.004682
4.240000,0.501092,-0.474812,0.005011,-0.004748
4.250000,0.281459,-0.480699,0.002815,-0.004807
4.260000,0.292118,-0.485816,0.002921,-0.004858
4.270000,0.502756,-0.490156,0.005028,-0.004902
4.280000,0.288672,-0.493712,0.002887,-0.004937
4.290000,0.815063,-0.496478,0.008151,-0.004965
4.300000,0.693954,-0.498450,0.006940,-0.004985
4.310000,0.582364,-0.499624,0.005824,-0.004996
4.320000,0.443805,-0.500000,0.004438,-0.005000
4.330000,0.340574,-0.499575,0.003406,-0.004996
4.340000,0.620879,-0.498351,0.006209,-0.004984
4.350000,0.827250,-0.496330,0.008273,-0.004963
4.360000,0.439024,-0.493514,0.004390,-0.004935
4.370000,0.436821,-0.489910,0.004368,-0.004899
4.380000,0.649763,-0.485521,0.006498,-0.004855
4.390000,0.566394,-0.480356,0.005664,-0.004804
4.400000,0.757513,-0.474422,0.007575,-0.004744
4.410000,0.296001,-0.467730,0.002960,-0.004677
4.420000,0.365404,-0.460289,0.003654,-0.004603
4.430000,0.680456,-0.452111,0.006805,-0.004521
4.440000,0.364683,-0.443211,0.003647,-0.004432
4.450000,0.600931,-0.433601,0.006009,-0.004336
4.460000,0.428641,-0.423298,0.004286,-0.004233
4.470000,0.795066,-0.412317,0.007951,-0.004123
4.480000,0.471232,-0.400677,0.004712,-0.004007
4.490000,0.552846,-0.388396,0.005528,-0.003884
4.500000,0.374966,-0.375494,0.003750,-0.003755
4.510000,0.627961,-0.361990,0.006280,-0.003620
4.520000,0.631738,-0.347908,0.006317,-0.003479
4.530000,0.463302,-0.333269,0.004633,-0.003333
4.540000,0.190278,-0.318097,0.001903,-0.003181
4.550000,0.751293,-0.302416,0.007513,-0.003024
4.560000,0.616253,-0.286252,0.006163,-0.002863
4.570000,0.379371,-0.269629,0.003794,-0.002696
4.580000,0.264578,-0.252575,0.002646,-0.002526
4.590000,0.809584,-0.235117,0.008096,-0.002351
4.600000,0.623519,-0.217283,0.006235,-0.002173
4.610000,0.449710,-0.199101,0.004497,-0.001991
4.620000,0.729025,-0.180601,0.007290,-0.001806
4.630000,0.426399,-0.161811,0.004264,-0.001618
4.640000,0.684345,-0.142763,0.006843,-0.001428
4.650000,0.120651,-0.123487,0.001207,-0.001235
4.660000,0.569557,-0.104013,0.005696,-0.001040
4.670000,0.575451,-0.084372,0.005755,-0.000844
4.680000,0.111911,-0.064597,0.001119,-0.000646
4.690000,0.333733,-0.044718,0.003337,-0.000447
4.700000,0.534871,-0.024768,0.005349,-0.000248
4.710000,0.559757,-0.004778,0.005598,-0.000048
4.720000,0.608014,0.015220,0.006080,0.000152
4.730000,0.766443,0.035193,0.007664,0.000352
4.740000,0.347805,0.055110,0.003478,0.000551
4.750000,0.424573,0.074939,0.004246,0.000749
4.760000,0.446705,0.094647,0.004467,0.000946
4.770000,0.824968,0.114205,0.008250,0.001142
4.780000,0.650728,0.133580,0.006507,0.001336
4.790000,0.282589,0.152741,0.002826,0.001527
4.800000,0.421947,0.171657,0.004219,0.001717
4.810000,0.397227,0.190300,0.003972,0.001903
4.820000,0.383142,0.208637,0.003831,0.002086
4.830000,0.525974,0.226641,0.005260,0.002266
4.840000,0.599735,0.244282,0.005997,0.002443
4.850000,0.208958,0.261533,0.002090,0.002615
4.860000,0.442162,0.278365,0.004422,0.002784
4.870000,0.198277,0.294752,0.001983,0.002948
4.880000,0.504719,0.310667,0.005047,0.003107
4.890000,0.651384,0.326085,0.006514,0.003261
4.900000,0.562260,0.340982,0.005623,0.003410
4.910000,0.704472,0.355333,0.007045,0.003553
4.920000,0.798224,0.369115,0.007982,0.003691
4.930000,0.756121,0.382308,0.007561,0.003823
4.940000,0.297117,0.394888,0.002971,0.003949
4.950000,0.532266,0.406837,0.005323,0.004068
4.960000,0.526231,0.418135,0.005262,0.004181
4.970000,0.276926,0.428764,0.002769,0.004288
4.980000,0.440431,0.438707,0.004404,0.004387
4.990000,0.667599,0.447948,0.006676,0.004479
5.000000,0.604924,0.456473,0.006049,0.004565
5.010000,0.448989,0.464267,0.004490,0.004643
5.020000,0.869572,0.471319,0.008696,0.004713
5.030000,0.402274,0.477616,0.004023,0.004776
5.040000,0.022217,0.483150,0.000222,0.004831
5.050000,0.345711,0.487910,0.003457,0.004879
5.060000,0.804840,0.491890,0.008048,0.004919
5.070000,-0.068103,0.495083,-0.000681,0.004951
5.080000,0.338770,0.497484,0.003388,0.004975
5.090000,0.836129,0.499090,0.008361,0.004991
5.100000,0.372208,0.499896,0.003722,0.004999
5.110000,0.185138,0.499903,0.001851,0.004999
5.120000,0.666502,0.499111,0.006665,0.004991
5.130000,0.778415,0.497520,0.007784,0.004975
5.140000,0.097838,0.495133,0.000978,0.004951
5.150000,0.482729,0.491953,0.004827,0.004920
5.160000,0.437292,0.487987,0.004373,0.004880
5.170000,0.299268,0.483240,0.002993,0.004832
5.180000,0.274690,0.477720,0.002747,0.004777
5.190000,0.387556,0.471436,0.003876,0.004714
5.200000,0.218341,0.464398,0.002183,0.004644
5.210000,0.540424,0.456616,0.005404,0.004566
5.220000,0.989883,0.448104,0.009899,0.004481
5.230000,0.562399,0.438876,0.005624,0.004389
5.240000,0.414688,0.428945,0.004147,0.004289
5.250000,0.572062,0.418328,0.005721,0.004183
5.260000,1.022004,0.407042,0.010220,0.004070
5.270000,0.673337,0.395104,0.006733,0.003951
5.280000,0.678625,0.382535,0.006786,0.003825
5.290000,0.592624,0.369353,0.005926,0.003694
5.300000,0.738399,0.355581,0.007384,0.003556
5.310000,0.335978,0.341239,0.003360,0.003412
5.320000,0.742472,0.326352,0.007425,0.003264
5.330000,0.074912,0.310943,0.000749,0.003109
5.340000,0.799902,0.295036,0.007999,0.002950
5.350000,0.801417,0.278658,0.008014,0.002787
5.360000,0.478471,0.261833,0.004785,0.002618
