time,lin_vel,ang_vel,distance,theta
27.500000,-0.001565,0.496185,-0.000016,0.004962
27.510000,-0.002979,0.496105,-0.000030,0.004961
27.520000,-0.004392,0.495976,-0.000044,0.004960
27.530000,-0.005806,0.495797,-0.000058,0.004958
27.540000,-0.007218,0.495568,-0.000072,0.004956
27.550000,-0.008630,0.495290,-0.000086,0.004953
27.560000,-0.010042,0.494963,-0.000100,0.004950
27.570000,-0.011452,0.494586,-0.000115,0.004946
27.580000,-0.012861,0.494159,-0.000129,0.004942
27.590000,-0.014268,0.493683,-0.000143,0.004937
27.600000,-0.015675,0.493158,-0.000157,0.004932
27.610000,-0.017079,0.492583,-0.000171,0.004926
27.620000,-0.018482,0.491959,-0.000185,0.004920
27.630000,-0.019883,0.491286,-0.000199,0.004913
27.640000,-0.021283,0.490564,-0.000213,0.004906
27.650000,-0.022680,0.489793,-0.000227,0.004898
27.660000,-0.024074,0.488973,-0.000241,0.004890
27.670000,-0.025467,0.488103,-0.000255,0.004881
27.680000,-0.026856,0.487185,-0.000269,0.004872
27.690000,-0.028244,0.486219,-0.000282,0.004862
27.700000,-0.029628,0.485204,-0.000296,0.004852
27.710000,-0.031009,0.484140,-0.000310,0.004841
27.720000,-0.032387,0.483027,-0.000324,0.004830
27.730000,-0.033762,0.481867,-0.000338,0.004819
27.740000,-0.035134,0.480658,-0.000351,0.004807
27.750000,-0.036502,0.479401,-0.000365,0.004794
27.760000,-0.037867,0.478097,-0.000379,0.004781
27.770000,-0.039227,0.476744,-0.000392,0.004767
27.780000,-0.040584,0.475344,-0.000406,0.004753
27.790000,-0.041937,0.473896,-0.000419,0.004739
27.800000,-0.043285,0.472401,-0.000433,0.004724
27.810000,-0.044629,0.470859,-0.000446,0.004709
27.820000,-0.045969,0.469269,-0.000460,0.004693
27.830000,-0.047304,0.467633,-0.000473,0.004676
27.840000,-0.048634,0.465950,-0.000486,0.004659
27.850000,-0.049960,0.464220,-0.000500,0.004642
27.860000,-0.051280,0.462444,-0.000513,0.004624
27.870000,-0.052596,0.460621,-0.000526,0.004606
27.880000,-0.053906,0.458753,-0.000539,0.004588
27.890000,-0.055211,0.456839,-0.000552,0.004568
27.900000,-0.056510,0.454879,-0.000565,0.004549
27.910000,-0.057803,0.452873,-0.000578,0.004529
27.920000,-0.059091,0.450822,-0.000591,0.004508
27.930000,-0.060373,0.448726,-0.000604,0.004487
27.940000,-0.061649,0.446586,-0.000616,0.004466
27.950000,-0.062919,0.444400,-0.000629,0.004444
27.960000,-0.064182,0.442170,-0.000642,0.004422
27.970000,-0.065439,0.439896,-0.000654,0.004399
27.980000,-0.066689,0.437578,-0.000667,0.004376
27.990000,-0.067933,0.435216,-0.000679,0.004352
28.000000,-0.069170,0.432811,-0.000692,0.004328
28.010000,-0.070400,0.430362,-0.000704,0.004304
28.020000,-0.071623,0.427871,-0.000716,0.004279
28.030000,-0.072839,0.425336,-0.000728,0.004253
28.040000,-0.074047,0.422759,-0.000740,0.004228
28.050000,-0.075249,0.420140,-0.000752,0.004201
28.060000,-0.076442,0.417479,-0.000764,0.004175
28.070000,-0.077628,0.414776,-0.000776,0.004148
28.080000,-0.078806,0.412031,-0.000788,0.004120
28.090000,-0.079977,0.409246,-0.000800,0.004092
28.100000,-0.081139,0.406419,-0.000811,0.004064
28.110000,-0.082293,0.403552,-0.000823,0.004036
28.120000,-0.083439,0.400644,-0.000834,0.004006
28.130000,-0.084577,0.397697,-0.000846,0.003977
28.140000,-0.085706,0.394709,-0.000857,0.003947
28.150000,-0.086827,0.391682,-0.000868,0.003917
28.160000,-0.087939,0.388616,-0.000879,0.003886
28.170000,-0.089042,0.385511,-0.000890,0.003855
28.180000,-0.090136,0.382368,-0.000901,0.003824
28.190000,-0.091221,0.379186,-0.000912,0.003792
28.200000,-0.092297,0.375966,-0.000923,0.003760
28.210000,-0.093364,0.372709,-0.000934,0.003727
28.220000,-0.094422,0.369415,-0.000944,0.003694
28.230000,-0.095470,0.366083,-0.000955,0.003661
28.240000,-0.096508,0.362715,-0.000965,0.003627
28.250000,-0.097537,0.359311,-0.000975,0.003593
28.260000,-0.098556,0.355870,-0.000986,0.003559
28.270000,-0.099566,0.352395,-0.000996,0.003524
28.280000,-0.100565,0.348883,-0.001006,0.003489
28.290000,-0.101554,0.345337,-0.001016,0.003453
28.300000,-0.102533,0.341757,-0.001025,0.003418
28.310000,-0.103502,0.338142,-0.001035,0.003381
28.320000,-0.104461,0.334494,-0.001045,0.003345
28.330000,-0.105409,0.330812,-0.001054,0.003308
28.340000,-0.106346,0.327097,-0.001063,0.003271
28.350000,-0.107273,0.323349,-0.001073,0.003233
28.360000,-0.108189,0.319569,-0.001082,0.003196
28.370000,-0.109095,0.315757,-0.001091,0.003158
28.380000,-0.109989,0.311913,-0.001100,0.003119
28.390000,-0.110873,0.308039,-0.001109,0.003080
28.400000,-0.111745,0.304133,-0.001117,0.003041
28.410000,-0.112606,0.300197,-0.001126,0.003002
28.420000,-0.113456,0.296231,-0.001135,0.002962
28.430000,-0.114295,0.292235,-0.001143,0.002922
28.440000,-0.115122,0.288210,-0.001151,0.002882
28.450000,-0.115937,0.284157,-0.001159,0.002842
28.460000,-0.116741,0.280074,-0.001167,0.002801
28.470000,-0.117534,0.275964,-0.001175,0.002760
28.480000,-0.118314,0.271827,-0.001183,0.002718
28.490000,-0.119083,0.267662,-0.001191,0.002677
28.500000,-0.119840,0.263470,-0.001198,0.002635
28.510000,-0.120585,0.259252,-0.001206,0.002593
28.520000,-0.121318,0.255008,-0.001213,0.002550
28.530000,-0.122038,0.250739,-0.001220,0.002507
28.540000,-0.122747,0.246444,-0.001227,0.002464
28.550000,-0.123443,0.242125,-0.001234,0.002421
28.560000,-0.124127,0.237782,-0.001241,0.002378
28.570000,-0.124799,0.233414,-0.001248,0.002334
28.580000,-0.125458,0.229024,-0.001255,0.002290
28.590000,-0.126104,0.224611,-0.001261,0.002246
28.600000,-0.126738,0.220175,-0.001267,0.002202
28.610000,-0.127359,0.215717,-0.001274,0.002157
28.620000,-0.127967,0.211237,-0.001280,0.002112
28.630000,-0.128563,0.206737,-0.001286,0.002067
28.640000,-0.129146,0.202216,-0.001291,0.002022
28.650000,-0.129716,0.197674,-0.001297,0.001977
28.660000,-0.130272,0.193113,-0.001303,0.001931
28.670000,-0.130816,0.188532,-0.001308,0.001885
28.680000,-0.131347,0.183933,-0.001313,0.001839
28.690000,-0.131865,0.179315,-0.001319,0.001793
28.700000,-0.132369,0.174679,-0.001324,0.001747
28.710000,-0.132860,0.170026,-0.001329,0.001700
28.720000,-0.133338,0.165356,-0.001333,0.001654
28.730000,-0.133803,0.160669,-0.001338,0.001607
28.740000,-0.134254,0.155967,-0.001343,0.001560
28.750000,-0.134692,0.151248,-0.001347,0.001512
28.760000,-0.135116,0.146515,-0.001351,0.001465
28.770000,-0.135527,0.141766,-0.001355,0.001418
28.780000,-0.135924,0.137004,-0.001359,0.001370
28.790000,-0.136308,0.132228,-0.001363,0.001322
28.800000,-0.136678,0.127439,-0.001367,0.001274
28.810000,-0.137034,0.122637,-0.001370,0.001226
28.820000,-0.137377,0.117823,-0.001374,0.001178
28.830000,-0.137706,0.112996,-0.001377,0.001130
28.840000,-0.138021,0.108159,-0.001380,0.001082
28.850000,-0.138322,0.103311,-0.001383,0.001033
28.860000,-0.138610,0.098452,-0.001386,0.000985
28.870000,-0.138884,0.093584,-0.001389,0.000936
28.880000,-0.139143,0.088706,-0.001391,0.000887
28.890000,-0.139389,0.083820,-0.001394,0.000838
28.900000,-0.139621,0.078925,-0.001396,0.000789
28.910000,-0.139839,0.074022,-0.001398,0.000740
28.920000,-0.140043,0.069112,-0.001400,0.000691
28.930000,-0.140233,0.064195,-0.001402,0.000642
28.940000,-0.140409,0.059271,-0.001404,0.000593
28.950000,-0.140571,0.054342,-0.001406,0.000543
28.960000,-0.140719,0.049407,-0.001407,0.000494
28.970000,-0.140852,0.044467,-0.001409,0.000445
28.980000,-0.140972,0.039522,-0.001410,0.000395
28.990000,-0.141078,0.034574,-0.001411,0.000346
29.000000,-0.141169,0.029622,-0.001412,0.000296
29.010000,-0.141247,0.024668,-0.001412,0.000247
29.020000,-0.141310,0.019710,-0.001413,0.000197
29.030000,-0.141359,0.014751,-0.001414,0.000148
29.040000,-0.141394,0.009791,-0.001414,0.000098
29.050000,-0.141415,0.004829,-0.001414,0.000048
29.060000,-0.141421,-0.000133,-0.001414,-0.000001
29.070000,-0.141414,-0.005095,-0.001414,-0.000051
29.080000,-0.141392,-0.010057,-0.001414,-0.000101
29.090000,-0.141357,-0.015017,-0.001414,-0.000150
29.100000,-0.141307,-0.019976,-0.001413,-0.000200
29.110000,-0.141243,-0.024933,-0.001412,-0.000249
29.120000,-0.141165,-0.029888,-0.001412,-0.000299
29.130000,-0.141072,-0.034839,-0.001411,-0.000348
29.140000,-0.140966,-0.039787,-0.001410,-0.000398
29.150000,-0.140846,-0.044732,-0.001408,-0.000447
29.160000,-0.140711,-0.049671,-0.001407,-0.000497
29.170000,-0.140562,-0.054606,-0.001406,-0.000546
29.180000,-0.140400,-0.059535,-0.001404,-0.000595
29.190000,-0.140223,-0.064458,-0.001402,-0.000645
29.200000,-0.140032,-0.069375,-0.001400,-0.000694
29.210000,-0.139828,-0.074285,-0.001398,-0.000743
29.220000,-0.139609,-0.079187,-0.001396,-0.000792
29.230000,-0.139376,-0.084082,-0.001394,-0.000841
29.240000,-0.139130,-0.088968,-0.001391,-0.000890
29.250000,-0.138869,-0.093845,-0.001389,-0.000938
29.260000,-0.138595,-0.098713,-0.001386,-0.000987
29.270000,-0.138307,-0.103571,-0.001383,-0.001036
29.280000,-0.138004,-0.108419,-0.001380,-0.001084
29.290000,-0.137689,-0.113255,-0.001377,-0.001133
29.300000,-0.137359,-0.118081,-0.001374,-0.001181
29.310000,-0.137016,-0.122894,-0.001370,-0.001229
29.320000,-0.136658,-0.127696,-0.001367,-0.001277
29.330000,-0.136288,-0.132484,-0.001363,-0.001325
29.340000,-0.135903,-0.137260,-0.001359,-0.001373
29.350000,-0.135505,-0.142021,-0.001355,-0.001420
29.360000,-0.135094,-0.146769,-0.001351,-0.001468
29.370000,-0.134669,-0.151501,-0.001347,-0.001515
29.380000,-0.134230,-0.156219,-0.001342,-0.001562
29.390000,-0.133778,-0.160921,-0.001338,-0.001609
29.400000,-0.133313,-0.165607,-0.001333,-0.001656
29.410000,-0.132834,-0.170276,-0.001328,-0.001703
29.420000,-0.132342,-0.174928,-0.001323,-0.001749
29.430000,-0.131837,-0.179563,-0.001318,-0.001796
29.440000,-0.131319,-0.184180,-0.001313,-0.001842
29.450000,-0.130787,-0.188778,-0.001308,-0.001888
29.460000,-0.130243,-0.193358,-0.001302,-0.001934
29.470000,-0.129685,-0.197918,-0.001297,-0.001979
29.480000,-0.129115,-0.202458,-0.001291,-0.002025
29.490000,-0.128531,-0.206979,-0.001285,-0.002070
29.500000,-0.127935,-0.211478,-0.001279,-0.002115
29.510000,-0.127326,-0.215956,-0.001273,-0.002160
29.520000,-0.126704,-0.220413,-0.001267,-0.002204
29.530000,-0.126070,-0.224848,-0.001261,-0.002248
29.540000,-0.125423,-0.229260,-0.001254,-0.002293
29.550000,-0.124763,-0.233649,-0.001248,-0.002336
29.560000,-0.124091,-0.238015,-0.001241,-0.002380
29.570000,-0.123406,-0.242357,-0.001234,-0.002424
29.580000,-0.122709,-0.246675,-0.001227,-0.002467
29.590000,-0.122000,-0.250968,-0.001220,-0.002510
29.600000,-0.121279,-0.255236,-0.001213,-0.002552
29.610000,-0.120545,-0.259479,-0.001205,-0.002595
29.620000,-0.119800,-0.263695,-0.001198,-0.002637
29.630000,-0.119042,-0.267886,-0.001190,-0.002679
29.640000,-0.118273,-0.272049,-0.001183,-0.002720
29.650000,-0.117492,-0.276185,-0.001175,-0.002762
29.660000,-0.116699,-0.280294,-0.001167,-0.002803
29.670000,-0.115894,-0.284375,-0.001159,-0.002844
29.680000,-0.115078,-0.288427,-0.001151,-0.002884
29.690000,-0.114250,-0.292450,-0.001143,-0.002925
29.700000,-0.113411,-0.296444,-0.001134,-0.002964
29.710000,-0.112560,-0.300409,-0.001126,-0.003004
29.720000,-0.111699,-0.304343,-0.001117,-0.003043
29.730000,-0.110826,-0.308247,-0.001108,-0.003082
29.740000,-0.109942,-0.312120,-0.001099,-0.003121
29.750000,-0.109047,-0.315962,-0.001090,-0.003160
29.760000,-0.108141,-0.319772,-0.001081,-0.003198
29.770000,-0.107224,-0.323551,-0.001072,-0.003236
29.780000,-0.106296,-0.327297,-0.001063,-0.003273
29.790000,-0.105358,-0.331010,-0.001054,-0.003310
29.800000,-0.104410,-0.334690,-0.001044,-0.003347
29.810000,-0.103451,-0.338337,-0.001035,-0.003383
29.820000,-0.102481,-0.341950,-0.001025,-0.003419
29.830000,-0.101502,-0.345528,-0.001015,-0.003455
29.840000,-0.100512,-0.349073,-0.001005,-0.003491
29.850000,-0.099512,-0.352582,-0.000995,-0.003526
29.860000,-0.098502,-0.356056,-0.000985,-0.003561
29.870000,-0.097482,-0.359494,-0.000975,-0.003595
29.880000,-0.096453,-0.362896,-0.000965,-0.003629
29.890000,-0.095414,-0.366263,-0.000954,-0.003663
29.900000,-0.094365,-0.369592,-0.000944,-0.003696
29.910000,-0.093307,-0.372885,-0.000933,-0.003729
29.920000,-0.092240,-0.376140,-0.000922,-0.003761
29.930000,-0.091163,-0.379357,-0.000912,-0.003794
29.940000,-0.090078,-0.382537,-0.000901,-0.003825
29.950000,-0.088983,-0.385679,-0.000890,-0.003857
29.960000,-0.087879,-0.388781,-0.000879,-0.003888
29.970000,-0.086767,-0.391845,-0.000868,-0.003918
29.980000,-0.085646,-0.394870,-0.000856,-0.003949
29.990000,-0.084516,-0.397856,-0.000845,-0.003979
